course,learning objectives,keywords_str
Intro to LSD,summarize the key features of the epidemiology of LSD; ,"summarize, key, features, epidemiology, LSD, ;"
Intro to LSD,summarize key recommendations for the control and eradication of LSD.,"summarize, key, recommendations, control, eradication, LSD, ."
Intro to LSD,give examples of the socioeconomic impacts of LSD; ,"give, examples, socioeconomic, impacts, LSD, ;"
Intro to LSD,describe the current and historic global distribution of LSD; ,"describe, current, historic, global, distribution, LSD, ;"
Intro to LSD,describe the clinical signs of LSD in cattle; ,"describe, clinical, signs, LSD, cattle, ;"
Intro to LSD,describe the characteristics of the LSD virus; ,"describe, characteristics, LSD, virus, ;"
Intro to RVF,outline good practices in RVF surveillance and outbreak investigation;,"outline, good, practices, RVF, surveillance, outbreak, investigation, ;"
Intro to RVF,explain suitable intervention measures to reduce the risk of introduction of RVF and/or limit the impacts of an epizootic,"explain, suitable, intervention, measures, reduce, risk, introduction, RVF, and/or, limit, impacts, epizootic"
Intro to RVF,describe the main features of the aetiopathogenesis and epidemiology of RVF including its relevance for One Health;,"describe, main, features, aetiopathogenesis, epidemiology, RVF, including, relevance, One, Health, ;"
Intro to RVF FR,expliquer les mesures d'intervention appropriées pour réduire le risque d'introduction de la FVR et/ou limiter les impacts d'une épizootie.,"expliquer, les, mesures, d'intervention, appropriées, pour, réduire, le, risque, d'introduction, de, la, FVR, et/ou, limiter, les, impacts, d'une, épizootie, ."
Intro to RVF FR,"décrire les principales caractéristiques de l'étiopathogénie et de l'épidémiologie de la FVR, y compris sa pertinence pour One Health ;","décrire, les, principales, caractéristiques, de, l'étiopathogénie, et, de, l'épidémiologie, de, la, FVR, ,, compris, sa, pertinence, pour, One, Health, ;"
Intro to RVF FR,décrire les bonnes pratiques en matière de surveillance de la FVR et d'investigation des épidémies ;,"décrire, les, bonnes, pratiques, en, matière, de, surveillance, de, la, FVR, et, d'investigation, des, épidémies, ;"
Intro to Sheep pox and Goat pox open access,Recognize and suspect the disease in the field;,"Recognize, suspect, disease, field, ;"
Intro to Sheep pox and Goat pox open access,Provide an overview of sheep pox and goat pox;,"Provide, overview, sheep, pox, goat, pox, ;"
Intro to Sheep pox and Goat pox open access,List the relevant control measures for sheep pox and goat pox.,"List, relevant, control, measures, sheep, pox, goat, pox, ."
Intro to Sheep pox and Goat pox open access,Identify the correct samples to collect for diagnostic purposes;,"Identify, correct, samples, collect, diagnostic, purposes, ;"
Intro to the FMD Minimum Biorisk Standards,explain the risks of allocating insufficient resources to biorisk management;,"explain, risks, allocating, insufficient, resources, biorisk, management, ;"
Intro to the FMD Minimum Biorisk Standards,explain the risks associated with handling of infectious FMD virus in laboratories and animal facilities;,"explain, risks, associated, handling, infectious, FMD, virus, laboratories, animal, facilities, ;"
Intro to the FMD Minimum Biorisk Standards,explain the principles of biological containment;,"explain, principles, biological, containment, ;"
Intro to the FMD Minimum Biorisk Standards,explain the position of the FMD Minimum Biorisk Management Standards within national and international legislation;,"explain, position, FMD, Minimum, Biorisk, Management, Standards, within, national, international, legislation, ;"
Intro to the FMD Minimum Biorisk Standards,explain the objectives and scope of the FMD Minimum Biorisk Management Standards;,"explain, objectives, scope, FMD, Minimum, Biorisk, Management, Standards, ;"
Intro to the FMD Minimum Biorisk Standards,describe their own responsibilities and oversight duties in regard to a laboratory or animal facility handling infectious FMD virus;,"describe, responsibilities, oversight, duties, regard, laboratory, animal, facility, handling, infectious, FMD, virus, ;"
Intro to the FMD Minimum Biorisk Standards,champion containment laboratory issues among other stakeholders.,"champion, containment, laboratory, issues, among, stakeholders, ."
Intro to the OCP,initiate or assist with the development of an OCP;,"initiate, assist, development, OCP, ;"
Intro to the OCP,identify and access additional resources available to assist with the development of an OCP.,"identify, access, additional, resources, available, assist, development, OCP, ."
Intro to the OCP,explain the importance of the OCP within the PCP-FMD;,"explain, importance, OCP, within, PCP-FMD, ;"
Intro to the OCP,"describe the expertise needed to contribute to the OCP, the stakeholder consultation required and provide examples of approaches to engage stakeholders;","describe, expertise, needed, contribute, OCP, ,, stakeholder, consultation, required, provide, examples, approaches, engage, stakeholders, ;"
Intro to the OCP,describe the content that should be included within an OCP;,"describe, content, included, within, OCP, ;"
Intro to the OCP,describe criteria that can be used to assess if developing an OCP would be recommended for a country;,"describe, criteria, used, assess, developing, OCP, would, recommended, country, ;"
Intro to the RAP,initiate or assist with the development of an RAP document;,"initiate, assist, development, RAP, document, ;"
Intro to the RAP,identify and access additional resources available to assist with the development of an RAP.,"identify, access, additional, resources, available, assist, development, RAP, ."
Intro to the RAP,explain the importance of the RAP within the PCP-FMD;,"explain, importance, RAP, within, PCP-FMD, ;"
Intro to the RAP,describe the information and content that should be included within a RAP;,"describe, information, content, included, within, RAP, ;"
Intro to the RAP,"describe the expertise needed to contribute to the RAP, the stakeholder consultation required and provide examples of approaches to engage stakeholders;","describe, expertise, needed, contribute, RAP, ,, stakeholder, consultation, required, provide, examples, approaches, engage, stakeholders, ;"
Intro to the RAP,describe criteria that can be used to assess if developing a RAP would be recommended for a country;,"describe, criteria, used, assess, developing, RAP, would, recommended, country, ;"
Intro to the RBSP,initiate or assist with the development of an RBSP document;,"initiate, assist, development, RBSP, document, ;"
Intro to the RBSP,identify and access additional resources available to assist with the development of an RBSP.,"identify, access, additional, resources, available, assist, development, RBSP, ."
Intro to the RBSP,explain the importance of the RBSP within the PCP-FMD;,"explain, importance, RBSP, within, PCP-FMD, ;"
Intro to the RBSP,describe the information and content that should be included within an RBSP;,"describe, information, content, included, within, RBSP, ;"
Intro to the RBSP,"describe the expertise needed to contribute to the RBSP, the stakeholder consultation required and provide examples of approaches to engage stakeholders;","describe, expertise, needed, contribute, RBSP, ,, stakeholder, consultation, required, provide, examples, approaches, engage, stakeholders, ;"
Intro to the RBSP,describe criteria that can be used to assess if developing an RBSP would be recommended for a country;,"describe, criteria, used, assess, developing, RBSP, would, recommended, country, ;"
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,plan the scenario documents; ,"plan, scenario, documents, ;"
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,plan the evaluation of a small tabletop exercise or drill. ,"plan, evaluation, small, tabletop, exercise, drill, ."
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,"explain the importance of simulation exercises for improving emergency preparedness, and the purposes for which they can be used;","explain, importance, simulation, exercises, improving, emergency, preparedness, ,, purposes, used, ;"
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,explain how to conduct a small tabletop exercise or drill; ,"explain, conduct, small, tabletop, exercise, drill, ;"
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,draft a concept note for an exercise;,"draft, concept, note, exercise, ;"
Organizing Simulation Exercises for Animal Disease Emergencies for Member Nations course,develop a needs-based exercise plan; including drafting the exercise aim and objectives and defining the scope of the exercise;,"develop, needs-based, exercise, plan, ;, including, drafting, exercise, aim, objectives, defining, scope, exercise, ;"
What is the PCP?,outline the main activities occurring at each of the stages of the PCP-FMD.,"outline, main, activities, occurring, stages, PCP-FMD, ."
What is the PCP?,explain why these features are important for effective FMD control;,"explain, features, important, effective, FMD, control, ;"
What is the PCP?,explain the relationship between the the PCP-FMD and the GF-TADs Global FMD Control Strategy;,"explain, relationship, PCP-FMD, GF-TADs, Global, FMD, Control, Strategy, ;"
What is the PCP?,explain the global importance of controlling FMD;,"explain, global, importance, controlling, FMD, ;"
What is the PCP?,describe the key features of the PCP-FMD;,"describe, key, features, PCP-FMD, ;"
